sequence	stool-2DSS__10	stool-2DSS__11	stool-2DSS__12	stool-2DSS__13	stool-2DSS__14	stool-2DSS__16	stool-2DSS__18	stool-2DSS__19	stool-2DSS__1	stool-2DSS__21	stool-2DSS__23	stool-2DSS__24	stool-2DSS__25	stool-2DSS__27	stool-2DSS__28	stool-2DSS__2	stool-2DSS__30	stool-2DSS__3	stool-2DSS__5	stool-2DSS__6	stool-2DSS__7	stool-2DSS__8	stool-2DSS__9	stool-3DSS__11	stool-3DSS__16	stool-3DSS__21	stool-3DSS__22	stool-3DSS__23	stool-3DSS__24	stool-3DSS__26	stool-3DSS__27	stool-3DSS__29	stool-3DSS__2	stool-3DSS__30	stool-3DSS__7	stool-4DSS__16	stool-4DSS__1	stool-4DSS__23	stool-4DSS__24	stool-4DSS__6
ASV491:p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV492:p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__NA	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV493:p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Barnesiella;s__NA	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV494:p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter;s__NA	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV495:p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Intestinimonas;s__NA	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV496:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4151	1559	0	0	143	0	0	0	0	0	0	0	0
ASV497:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1431	1212	0	0	64	0	0	0	0	0	0	0	0
ASV498:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	45	0	108	0	48	0	0	0	0	0	0	0	67	0	0	167	35	0	0	58	33	0	0	0	78	0	0	0
ASV499:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	36	113	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0
ASV500:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	23	0	0	0	0	0	0	0	0
ASV501:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	21	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
ASV502:p__Firmicutes;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	41	46	0	42	7	40	105	0	45	24	0	0	0	107	0	0	0
ASV503:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV504:p__Firmicutes;c__Bacilli;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV505:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0
ASV506:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	19	0	54	0	0	0	0	0	0	43	26	55	75	6	62	40	0	9	25	0	0	0	102	0	0	0
ASV507:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV508:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0
ASV509:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	355	0	17	0	0	16	0	0	0	0	0	0	0	0	0	0
ASV510:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	150	49	0	39	20	0	0	0	42	0	174	0	85	0	0	0
ASV511:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	6	0	9	0	34	0	0	0	0	0	0	9	0	0	0	0	0	15	0	0	16	0	0	0	23	0	0	0
ASV512:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	4	0	31	0	0	0	0	0	0	0	0	47	6	26	0	0	0	15	0	0	42	0	0	0	0	0	0	0
ASV513:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	21	0	0	0	0	0	0	4	12	69	25	0	7	36	0	0	0	0	0	0	0	0	0	0
ASV514:p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Salmonella;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV515:p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter_pittii(HQ180184)	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
ASV516:p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV517:p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_saprophyticus(AP008934)	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV518:p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Odoribacter;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV519:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2912	0	0	0	0	0	0	0	0	1294	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV520:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	253	0	113	165	0	0	190	0	0	373	0	0	0	125	0	0	0
ASV521:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	467	0	38	0	0	0	0	0	0	1546	0	116	815	0	0	499	0	0	496	0	0	0	804	0	0	0
ASV522:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	0	186	0	0	0	0	0	0	113	0	39	19	0	0	11	0	0	292	0	0	0	30	0	0	0
ASV523:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	20	0	0	0	0	0	0	0	93	38	28	17	21	11	0	121	0	0	55	0	90	0	0	0
ASV524:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV525:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	218	0	0	0	0	0	0	122	0	94	67	0	0	79	0	0	49	0	0	0	107	0	0	0
ASV526:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	195	0	64	0	0	0	0	0	0	146	0	246	408	0	0	231	0	0	39	0	0	0	297	0	0	0
ASV527:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	200	0	0	0	0	0	0	77	0	279	55	0	0	88	0	0	57	0	0	0	167	0	0	0
ASV528:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124	0	0	0
ASV529:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV530:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	252	0	0	0	0	0
ASV531:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	7	43	0	0	0	0	0	0	0	0	0	0	13	0	0	0
ASV532:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	493	0	0	0	0	0	0	149	0	115	63	0	0	72	0	0	75	0	0	0	302	0	0	0
ASV533:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	104	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV534:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	29	0	20	0	0	0	0	0	0	0	0	0	0	0
ASV535:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83	0	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0
ASV536:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0
ASV537:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	282	0	87	326	0	0	216	0	0	55	0	0	0	301	0	0	0
ASV538:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV539:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	69	0	0	0	0	0	0	0	0	0	111	0	0	0	0	19	18	0	0	0	0	0	0	0
ASV540:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV541:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
ASV542:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	103	0	0	0	0	0	0	71	0	135	31	0	0	32	0	0	52	0	0	0	30	0	0	0
ASV543:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0	170	0	279	55	0	0	110	0	0	352	0	0	0	109	0	0	0
ASV544:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV545:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV546:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	114	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	43	0	0	0
ASV547:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	37	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	15	0	0	0	174	0	0	0
ASV548:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ASV549:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	42	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	34	0	0	0	74	0	0	0
ASV550:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	270	0	0	0	0	0	0	255	0	109	35	0	0	28	0	0	230	0	0	0	55	0	0	0
ASV551:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV552:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
ASV553:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	18	0	0	0	0	0	0	36	0	21	20	0	0	21	0	0	16	0	0	0	40	0	0	0
ASV554:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	32	0	0	0	0	0	0	43	18	42	0	0	4	55	0	5	0	0	0	0	17	0	0	0
ASV555:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	44	0	22	74	0	19	32	0	0	44	0	0	0	0	0	0	0
ASV556:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	69	0	0	0	0	0	0	0	30	30	0	0	35	46	0	0	0	0	0	0	57	0	0	0
ASV557:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	48	0	0	0	0	0	0	18	0	23	35	0	0	45	0	53	40	0	0	0	81	0	0	0
ASV558:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	7	0	0	0	0	0	0	6	0	9	29	0	0	0	0	0	0	0	0	0	79	0	0	0
ASV559:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
ASV560:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	90	0	0	0	0	0	0	15	0	85	34	0	0	27	0	0	12	0	0	0	106	0	0	0
ASV561:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV562:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	179	0	0	0	0	0	0	93	0	86	9	0	0	13	0	0	100	0	0	0	126	0	0	0
ASV563:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0
ASV564:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	17	0	0	0	0	0	0	19	0	30	35	0	0	22	0	0	9	0	0	0	31	0	0	0
ASV565:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	10	0	0	0	0	0	0	13	26	22	0	12	0	22	0	0	11	0	0	0	0	0	0	0
ASV566:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV567:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV568:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	43	0	0	0	0	0	0	0	0	110	301	0	0	70	0	0	0	0	0	0	0	0	0	0
ASV569:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	23	0	0	0
ASV570:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV571:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV572:p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	87	0	117	40	0	0	35	0	0	60	0	0	0	205	0	0	0
ASV573:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	27	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	57	0	0	0
ASV574:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV575:p__Firmicutes;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	14	0	0	0	0	0	0	40	0	43	15	14	26	67	0	32	24	0	0	0	57	0	0	0
ASV576:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	20	0	0	0	0	0	0	0	0	13	13	0	0	18	0	0	0	0	0	0	0	0	0	0
ASV577:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0
ASV578:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	29	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV579:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	9	0	26	27	0	0	16	0	0	24	0	0	0	18	0	0	0
ASV580:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV581:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	59	0	0	0	0	0	0	0	0	21	138	0	0	21	0	0	0	0	0	0	50	0	0	0
ASV582:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV583:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	21	0	11	0	0	0	0	0	0	0	13	0	0	0
ASV584:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	19	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0
ASV585:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	22	0	0	0	0	0	0	0	0	0	30	0	0	37	0	0	13	0	0	0	102	0	0	0
ASV586:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0
ASV587:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	22	0	0	0	0	0	0	0	12	24	8	0	0	18	0	42	0	0	0	0	38	0	0	0
ASV588:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV589:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV590:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV591:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV592:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	74	0	0	0	0	0	0	13	8	0	67	0	0	31	0	30	0	0	0	0	0	0	0	0
ASV593:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	19	0	0	0	0	0	0	15	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV594:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	0	0	0	16	0	20	10	0	4	8	0	0	41	0	0	0	21	0	0	0
ASV595:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV596:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV597:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV598:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	0	23	0	0	0	49	0	0	0
ASV599:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0
ASV600:p__Firmicutes;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV601:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV602:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	6	14	0	0	9	0	0	0	0	0	0	6	0	0	0
ASV603:p__NA;c__NA;o__NA;f__NA;g__NA;s__NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	33	0	0	0	0	0	0	0
